,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
298,0,3.0,3,28.0,3.0,3,5,1,0,11.0,2.0,7.0,8.0,184.12,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
302,0,30.0,3,34.0,3.0,4,5,5,0,19.0,13.0,13.0,11.0,202.66,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
303,0,20.0,1,8.0,3.0,3,2,6,0,13.0,0.0,1.0,4.0,150.7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
305,0,8.0,1,28.0,2.0,5,3,1,0,15.0,2.0,4.0,3.0,142.3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
306,0,27.0,1,14.0,2.0,3,3,8,0,11.0,1.0,1.0,0.0,137.8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
308,0,19.0,3,16.0,3.0,4,2,3,1,19.0,1.0,1.0,2.0,190.71,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
309,0,4.0,1,15.0,2.0,3,4,2,0,25.0,1.0,1.0,8.0,206.48000000000002,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
311,1,0.0,1,16.0,2.0,5,2,8,0,13.0,0.0,1.0,3.0,134.08,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
313,0,8.0,1,22.0,3.0,3,3,5,1,12.0,0.0,1.0,0.0,176.32,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
314,1,0.0,1,26.0,3.0,3,3,4,0,12.0,1.0,1.0,0.0,198.24,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
315,1,0.0,2,29.0,2.0,3,5,10,1,15.0,1.0,1.0,2.0,199.5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
317,0,9.0,3,16.0,2.0,3,2,2,0,14.0,1.0,9.0,7.0,199.8,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
318,1,0.0,1,10.0,2.0,4,3,6,0,16.0,1.0,1.0,2.0,138.94,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
319,0,21.0,3,8.0,2.0,3,2,3,0,14.0,4.0,6.0,7.0,140.51,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
321,0,14.0,3,16.0,2.0,3,2,8,0,14.0,0.0,1.0,10.0,162.3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
322,0,8.0,3,6.0,2.0,3,3,10,0,11.0,3.0,6.0,9.0,147.17,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
324,0,12.0,1,14.0,2.0,3,3,2,0,11.0,0.0,1.0,7.0,137.55,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
325,0,4.0,3,8.0,3.0,3,2,5,1,13.0,1.0,1.0,5.0,165.82,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
326,0,15.0,1,30.0,2.0,3,5,2,1,21.0,4.0,5.0,8.0,174.06,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
327,0,18.0,3,8.0,3.0,3,4,1,0,19.0,3.0,3.0,7.0,148.05,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
329,0,2.0,1,25.0,2.0,3,2,5,0,12.0,0.0,1.0,2.0,142.62,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
334,0,14.0,1,8.0,3.0,4,3,3,1,17.0,0.0,1.0,7.0,168.11,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
335,0,0.0,3,35.0,2.0,3,3,6,0,12.0,1.0,1.0,0.0,143.06,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
336,0,8.0,3,6.0,3.0,3,3,2,0,16.0,0.0,1.0,3.0,148.59,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
337,0,7.0,3,27.0,3.0,2,2,2,0,12.0,5.0,5.0,7.0,153.37,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
339,0,10.0,1,6.0,2.0,3,2,5,0,17.0,1.0,1.0,2.0,174.91,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
340,0,19.0,1,24.0,2.0,3,3,6,0,11.0,1.0,1.0,2.0,205.27,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
342,0,10.0,3,15.0,3.0,3,4,2,0,13.0,6.0,7.0,7.0,188.34,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
343,0,25.0,1,12.0,3.0,3,5,4,1,12.0,2.0,6.0,9.0,155.77,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
344,1,0.0,3,17.0,2.0,2,3,9,0,12.0,1.0,1.0,2.0,147.07,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
346,0,11.0,1,16.0,3.0,3,3,4,0,19.0,1.0,1.0,0.0,198.24,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
347,0,10.0,1,6.0,3.0,3,4,7,0,12.0,3.0,4.0,3.0,164.47,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
350,0,0.0,3,34.0,3.0,3,4,2,0,20.0,1.0,1.0,4.0,162.72,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
356,0,7.0,1,6.0,2.0,4,2,2,1,13.0,0.0,1.0,3.0,136.22,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
357,1,0.0,3,19.0,2.0,3,5,3,0,17.0,0.0,1.0,2.0,142.33,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
358,0,8.0,1,31.0,2.0,4,2,5,0,14.0,0.0,1.0,2.0,136.81,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
359,0,4.0,3,12.0,3.0,2,2,5,0,22.0,3.0,5.0,7.0,154.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
361,0,10.0,3,8.0,3.0,3,3,5,1,11.0,0.0,1.0,0.0,196.02,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
363,0,15.0,1,8.0,2.0,3,2,2,0,13.0,2.0,2.0,2.0,140.89,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
366,0,16.0,1,15.0,3.0,3,3,4,1,13.0,2.0,4.0,7.0,156.79,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
368,0,17.0,2,6.0,2.0,4,3,5,0,11.0,1.0,1.0,2.0,159.85,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
371,0,0.0,3,28.0,2.0,3,3,2,0,11.0,1.0,1.0,2.0,134.47,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
374,0,6.0,3,14.0,2.0,3,3,1,0,12.0,1.0,1.0,2.0,171.04,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
375,0,5.0,1,15.0,3.0,3,2,2,1,12.0,1.0,1.0,5.0,163.22,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
377,0,26.0,3,6.0,2.0,3,5,8,0,20.0,6.0,8.0,10.0,183.81,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
379,1,8.0,3,32.0,3.0,3,5,3,0,14.0,0.0,1.0,0.0,142.86,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
380,0,0.0,1,12.0,3.0,3,2,2,1,13.0,0.0,1.0,2.0,126.59,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
381,0,10.0,1,9.0,2.0,3,3,2,0,15.0,6.0,7.0,8.0,194.34,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
382,0,2.0,3,9.0,3.0,3,3,2,0,14.0,0.0,1.0,2.0,155.61,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
383,0,8.0,1,12.0,2.0,5,2,2,0,13.0,11.0,11.0,8.0,166.46,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
384,0,6.0,1,12.0,1.0,3,2,4,0,23.0,4.0,4.0,7.0,177.25,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
385,0,27.0,2,25.0,2.0,3,4,3,0,15.0,3.0,7.0,1.0,207.25,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
386,0,9.0,1,15.0,2.0,4,4,3,1,11.0,1.0,1.0,2.0,188.47,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
388,1,0.0,1,16.0,2.0,3,3,2,1,11.0,0.0,1.0,1.0,110.09,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
389,1,0.0,1,9.0,3.0,3,5,2,1,11.0,9.0,9.0,7.0,133.48,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
392,0,0.0,3,14.0,2.0,2,4,1,0,22.0,0.0,1.0,2.0,148.51,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
393,0,11.0,3,13.0,2.0,4,2,1,0,20.0,1.0,1.0,5.0,140.28,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
395,0,21.0,3,8.0,2.0,2,4,4,0,12.0,2.0,2.0,2.0,181.2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
396,0,0.0,3,9.0,3.0,2,2,2,1,20.0,1.0,1.0,4.0,146.47,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
397,0,10.0,1,16.0,3.0,2,2,4,0,17.0,1.0,1.0,0.0,146.8,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
398,0,23.0,1,34.0,3.0,2,3,2,1,11.0,3.0,3.0,8.0,132.21,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
399,0,7.0,1,15.0,2.0,4,4,2,0,14.0,4.0,7.0,7.0,186.21,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
400,1,0.0,3,9.0,3.0,3,3,10,0,14.0,1.0,2.0,0.0,145.77,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
401,0,12.0,1,8.0,3.0,4,3,2,0,11.0,2.0,11.0,10.0,145.53,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
402,0,5.0,3,16.0,2.0,3,2,2,0,12.0,0.0,1.0,8.0,153.96,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
403,1,13.0,3,14.0,2.0,3,3,4,1,14.0,1.0,1.0,3.0,167.96,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
404,0,11.0,1,6.0,2.0,2,2,1,0,13.0,1.0,1.0,8.0,176.25,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
405,0,0.0,1,6.0,3.0,3,5,2,0,11.0,1.0,1.0,7.0,174.12,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
407,0,20.0,3,20.0,2.0,3,5,3,0,12.0,0.0,1.0,7.0,149.6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
408,0,13.0,3,11.0,2.0,4,5,6,1,21.0,0.0,1.0,12.0,204.75,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
411,0,30.0,3,22.0,2.0,3,5,9,0,14.0,1.0,2.0,2.0,154.05,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
412,0,0.0,1,16.0,2.0,3,5,2,0,21.0,1.0,1.0,7.0,187.93,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
414,0,23.0,3,14.0,2.0,3,4,8,0,15.0,1.0,2.0,2.0,138.75,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
417,0,11.0,1,6.0,2.0,3,3,5,1,14.0,0.0,1.0,0.0,178.61,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
418,0,17.0,1,30.0,2.0,5,3,3,0,14.0,0.0,1.0,4.0,137.08,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
420,0,3.0,3,33.0,2.0,3,2,8,0,23.0,4.0,7.0,7.0,153.04,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
423,0,16.0,3,21.0,2.0,4,2,4,0,18.0,0.0,2.0,2.0,168.04,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
424,0,7.0,1,14.0,3.0,3,3,4,0,11.0,1.0,4.0,3.0,161.42,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
426,0,12.0,2,9.0,2.0,2,4,10,0,15.0,3.0,3.0,6.0,163.89,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
429,0,0.0,1,13.0,2.0,4,5,9,0,19.0,1.0,1.0,7.0,168.11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
432,0,8.0,1,8.0,3.0,3,5,3,0,11.0,0.0,1.0,0.0,150.93,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
433,0,5.0,1,30.0,3.0,3,2,2,0,15.0,2.0,4.0,7.0,153.09,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
435,0,7.0,1,14.0,2.0,3,5,4,0,14.0,1.0,1.0,0.0,151.21,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
438,0,0.0,3,32.0,2.0,3,2,2,0,23.0,0.0,1.0,4.0,161.8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
439,0,18.0,3,8.0,2.0,5,3,1,0,13.0,0.0,3.0,1.0,166.32,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
440,0,0.0,1,16.0,3.0,2,3,2,0,18.0,1.0,1.0,2.0,135.05,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
441,1,10.0,3,33.0,3.0,1,3,5,1,12.0,1.0,1.0,3.0,163.97,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
442,0,7.0,3,8.0,2.0,3,2,2,0,22.0,0.0,1.0,4.0,162.74,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
444,0,9.0,3,14.0,3.0,4,5,2,0,15.0,0.0,1.0,9.0,175.87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
445,0,25.0,1,25.0,2.0,3,2,1,0,18.0,1.0,1.0,2.0,142.58,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
446,0,0.0,1,6.0,3.0,5,2,4,0,14.0,2.0,2.0,0.0,143.64,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
447,0,2.0,1,33.0,3.0,3,3,5,0,12.0,1.0,1.0,1.0,143.35,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
448,1,0.0,3,14.0,2.0,4,5,7,0,17.0,1.0,1.0,2.0,153.26,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
449,0,7.0,1,6.0,3.0,1,2,3,0,16.0,0.0,1.0,3.0,132.8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
450,0,27.0,1,25.0,3.0,3,5,10,1,11.0,0.0,1.0,4.0,154.85,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
451,0,2.0,3,5.0,2.0,3,2,1,0,19.0,0.0,1.0,1.0,143.42,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
453,0,11.0,1,8.0,3.0,1,5,7,1,12.0,4.0,4.0,12.0,159.8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
454,0,7.0,1,8.0,2.0,4,5,2,0,11.0,1.0,1.0,3.0,143.81,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
456,0,3.0,1,6.0,2.0,5,3,4,0,21.0,1.0,1.0,2.0,138.33,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
457,0,13.0,1,8.0,2.0,1,4,2,0,24.0,0.0,3.0,7.0,142.44,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
458,0,7.0,3,14.0,3.0,3,5,6,0,17.0,1.0,1.0,2.0,165.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
466,1,0.0,3,22.0,3.0,3,5,6,0,15.0,1.0,1.0,2.0,153.24,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
468,0,9.0,1,6.0,2.0,3,4,1,0,15.0,0.0,1.0,5.0,152.28,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
472,0,15.0,1,6.0,2.0,4,2,10,1,13.0,0.0,1.0,2.0,160.62,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
473,1,0.0,1,8.0,2.0,3,3,7,0,17.0,0.0,2.0,1.0,143.82,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
475,0,5.0,1,10.0,3.0,4,3,2,0,12.0,1.0,6.0,8.0,161.62,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
476,0,13.0,1,22.0,2.0,4,3,7,0,14.0,1.0,1.0,0.0,150.94,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
477,0,3.0,1,8.0,2.0,4,2,6,1,24.0,1.0,1.0,0.0,168.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
479,0,15.0,1,35.0,3.0,3,4,2,0,13.0,2.0,7.0,8.0,144.34,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
480,0,11.0,1,18.0,2.0,4,5,3,0,15.0,1.0,1.0,2.0,162.88,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
482,1,12.0,3,17.0,2.0,3,2,2,0,18.0,0.0,7.0,7.0,176.54,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
483,1,18.0,3,8.0,2.0,3,2,5,0,16.0,0.0,7.0,3.0,151.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
486,0,8.0,1,13.0,2.0,3,3,4,0,21.0,0.0,1.0,6.0,202.21,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
487,0,1.0,3,8.0,2.0,3,4,2,1,20.0,7.0,7.0,5.0,147.79,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
488,0,7.0,2,9.0,2.0,3,2,1,0,19.0,1.0,1.0,2.0,137.37,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
492,0,17.0,1,10.0,2.0,3,4,10,0,12.0,1.0,2.0,3.0,159.33,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
493,0,0.0,1,8.0,3.0,1,5,8,0,13.0,1.0,1.0,1.0,134.24,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
494,0,6.0,3,6.0,2.0,1,5,2,0,22.0,0.0,1.0,8.0,140.37,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
496,0,9.0,3,6.0,2.0,3,2,2,1,14.0,2.0,4.0,11.0,162.01,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
497,0,5.0,3,19.0,3.0,3,2,3,0,11.0,0.0,1.0,3.0,144.03,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
498,0,3.0,1,11.0,3.0,4,2,10,0,12.0,0.0,1.0,3.0,137.61,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
500,0,18.0,3,15.0,3.0,3,5,5,1,12.0,1.0,1.0,2.0,207.61,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
501,0,5.0,1,14.0,3.0,1,3,6,0,12.0,1.0,1.0,3.0,151.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
503,0,10.0,3,22.0,3.0,4,3,5,0,19.0,1.0,1.0,0.0,163.34,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
504,0,1.0,2,14.0,3.0,4,2,2,0,13.0,0.0,1.0,4.0,149.36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
505,0,0.0,1,6.0,2.0,4,2,7,0,22.0,2.0,2.0,2.0,147.75,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
509,0,0.0,3,9.0,3.0,3,5,2,1,18.0,1.0,1.0,3.0,141.94,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
510,0,8.0,1,15.0,3.0,4,3,2,1,20.0,2.0,5.0,15.0,206.85000000000002,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
512,0,5.0,1,6.0,3.0,3,2,1,0,12.0,0.0,1.0,2.0,123.13999999999999,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
513,0,0.0,3,10.0,2.0,4,5,2,0,12.0,1.0,1.0,3.0,142.56,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
514,0,22.0,1,6.0,2.0,3,5,3,0,16.0,1.0,1.0,2.0,135.8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
516,0,5.0,3,11.0,2.0,3,4,2,0,14.0,2.0,5.0,3.0,165.24,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
518,0,15.0,1,9.0,3.0,1,2,3,1,13.0,0.0,1.0,3.0,152.31,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
522,0,8.0,1,31.0,3.0,4,4,4,0,16.0,3.0,4.0,8.0,209.02999999999997,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
525,0,16.0,1,6.0,2.0,3,2,5,0,13.0,1.0,2.0,2.0,155.62,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
526,0,20.0,3,8.0,2.0,3,2,1,1,22.0,5.0,7.0,7.0,145.37,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
527,0,10.0,3,25.0,2.0,3,4,2,1,13.0,0.0,1.0,9.0,176.42,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
529,0,12.0,2,8.0,2.0,4,2,9,0,11.0,0.0,1.0,4.0,152.04,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
534,0,1.0,3,11.0,3.0,3,2,2,0,14.0,1.0,1.0,2.0,149.08,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
536,0,16.0,1,14.0,2.0,3,4,5,0,21.0,1.0,1.0,0.0,147.65,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
539,0,9.0,1,20.0,3.0,3,2,1,1,17.0,4.0,4.0,11.0,165.86,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
540,0,20.0,3,8.0,3.0,4,2,2,1,18.0,1.0,1.0,2.0,132.94,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
541,1,0.0,1,9.0,2.0,3,3,1,1,19.0,1.0,1.0,2.0,141.71,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
547,0,15.0,3,20.0,3.0,4,3,8,0,17.0,0.0,1.0,3.0,162.44,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
549,0,30.0,1,11.0,2.0,4,4,3,1,13.0,1.0,1.0,4.0,205.52,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
551,0,8.0,1,27.0,2.0,3,2,2,1,25.0,0.0,1.0,7.0,140.14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
552,0,22.0,1,14.0,2.0,3,4,5,0,11.0,0.0,1.0,7.0,174.03,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
554,0,4.0,3,26.0,2.0,3,3,2,0,13.0,1.0,1.0,0.0,169.32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
555,0,9.0,1,13.0,3.0,3,2,3,0,18.0,0.0,1.0,1.0,146.78,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
559,0,13.0,3,16.0,3.0,4,4,3,0,12.0,1.0,1.0,0.0,197.05,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
560,0,0.0,3,6.0,2.0,4,5,2,0,12.0,1.0,1.0,7.0,142.94,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
561,0,14.0,1,12.0,2.0,3,5,3,1,13.0,1.0,2.0,17.0,147.21,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
565,0,4.0,1,18.0,2.0,3,2,1,1,11.0,0.0,8.0,5.0,158.55,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
566,0,13.0,1,15.0,2.0,3,4,9,1,14.0,0.0,1.0,0.0,136.17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
567,0,5.0,1,9.0,3.0,3,5,2,0,12.0,6.0,6.0,3.0,167.25,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
568,1,0.0,3,9.0,2.0,4,2,2,1,11.0,3.0,3.0,7.0,203.25,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
569,0,6.0,1,6.0,2.0,4,2,1,0,14.0,0.0,1.0,4.0,169.49,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
570,1,0.0,3,6.0,2.0,4,3,6,0,11.0,1.0,11.0,7.0,206.08999999999997,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
571,0,18.0,1,10.0,2.0,3,4,2,0,12.0,1.0,1.0,8.0,144.47,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
573,0,8.0,3,24.0,2.0,3,3,2,0,16.0,1.0,1.0,0.0,146.01,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
577,0,3.0,3,14.0,3.0,3,3,6,0,11.0,4.0,7.0,7.0,172.64,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
578,0,11.0,3,16.0,2.0,3,2,2,1,13.0,0.0,1.0,3.0,156.66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
579,0,8.0,3,9.0,3.0,3,2,7,0,13.0,0.0,1.0,8.0,178.23,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
580,0,12.0,3,8.0,2.0,1,3,1,0,18.0,1.0,1.0,7.0,178.8,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
582,0,20.0,1,22.0,3.0,1,3,2,1,19.0,0.0,2.0,7.0,150.67,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
583,0,9.0,3,14.0,2.0,3,2,5,0,13.0,1.0,1.0,7.0,150.79,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
587,0,6.0,1,19.0,2.0,3,2,4,0,18.0,1.0,1.0,2.0,134.52,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
590,0,6.0,1,6.0,2.0,1,4,2,1,13.0,0.0,1.0,2.0,154.88,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
593,0,18.0,1,29.0,2.0,3,5,2,1,15.0,1.0,1.0,8.0,136.33,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
594,0,20.0,3,10.0,2.0,3,2,2,1,17.0,1.0,1.0,7.0,141.63,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
